Queries,cleaned_queries,kmeans_cluster,hdbscan_cluster,x,y
I don't know what I have to do to talk to an agent,i don't know what i have to do to talk to an agent,9,29,-20.731375,5.199252
I don't know what I have to do to talk to customer asistance,i don't know what i have to do to talk to customer asistance,9,41,-11.739265,-17.398363
I don't know what I have to do to track my last order,i don't know what i have to do to track my last order,6,44,32.04009,43.86497
I don't know what I have to do to track my order,i don't know what i have to do to track my order,6,44,25.817047,48.050423
I don't know what I nee to do to call customer service,i don't know what i nee to do to call customer service,9,41,-16.076225,-22.242477
I don't know what I need to do to buy a few of your item,i don't know what i need to do to buy a few of your item,6,31,-1.9782121,46.049507
I don't know what I need to do to buy an item,i don't know what i need to do to buy an item,6,31,0.6505084,48.311737
I don't know what I need to do to buy several items,i don't know what i need to do to buy several items,6,31,-2.0516667,48.243275
I don't know what I need to do to buy several of your item,i don't know what i need to do to buy several of your item,6,31,-2.53145,46.384968
I don't know what I need to do to buy some of your item,i don't know what i need to do to buy some of your item,6,31,-1.7679378,45.911648
I don't know what I need to do to chat with a live agent,i don't know what i need to do to chat with a live agent,9,29,-14.200047,8.991255
I don't know what I need to do to check my order ETA,i don't know what i need to do to check my order eta,6,40,64.71879,26.358925
I don't know what I need to do to check my refund status,i don't know what i need to do to check my refund status,0,13,27.454105,-52.48336
I don't know what I need to do to check the early exit fees,i don't know what i need to do to check the early exit fees,5,34,-28.459845,-61.240265
I don't know what I need to do to close my account,i don't know what i need to do to close my account,2,-1,-32.877754,-26.74198
I don't know what I need to do to contact an agent,i don't know what i need to do to contact an agent,9,29,-23.229435,11.855089
I don't know what I need to do to contact customer service,i don't know what i need to do to contact customer service,9,41,-16.054544,-21.885948
I don't know what I need to do to correct my user details,i don't know what i need to do to correct my user details,2,93,-83.31644,8.88503
I don't know what I need to do to create an account,i don't know what i need to do to create an account,2,103,-46.19369,0.53969043
I don't know what I need to do to delete an account,i don't know what i need to do to delete an account,2,78,-46.358513,-24.950598
I don't know what I need to do to delete my account,i don't know what i need to do to delete my account,2,78,-45.825687,-25.282951
I don't know what I need to do to delete the account,i don't know what i need to do to delete the account,2,78,-46.149734,-24.526987
I don't know what I need to do to edit my account,i don't know what i need to do to edit my account,2,99,-68.94261,11.276257
I don't know what I need to do to get a refund,i don't know what i need to do to get a refund,0,19,16.816145,-84.94381
I don't know what I need to do to get a refund of money,i don't know what i need to do to get a refund of money,0,19,15.730091,-85.38715
I don't know what I need to do to get my invoice,i don't know what i need to do to get my invoice,3,1,60.766148,-8.381789
I don't know what I need to do to get my invoices,i don't know what i need to do to get my invoices,3,1,58.262634,8.427924
I don't know what I need to do to get my money back,i don't know what i need to do to get my money back,0,20,-6.418488,-82.56279
I don't know what I need to do to get refunds,i don't know what i need to do to get refunds,0,19,14.252625,-88.00643
I don't know what I need to do to get refunds of money,i don't know what i need to do to get refunds of money,0,19,14.552495,-86.58665
I don't know what I need to do to inform of a signup issue,i don't know what i need to do to inform of a signup issue,8,88,-53.56677,14.681164
I don't know what I need to do to leave a review,i don't know what i need to do to leave a review,9,6,15.579147,-15.476212
I don't know what I need to do to lodge a consumer claim,i don't know what i need to do to lodge a consumer claim,9,-1,-1.9697227,-31.918411
I don't know what I need to do to make a purchase,i don't know what i need to do to make a purchase,6,31,4.3621845,50.70642
I don't know what I need to do to recover my password,i don't know what i need to do to recover my password,2,65,-51.737396,-39.986313
I don't know what I need to do to report a payment issue,i don't know what i need to do to report a payment issue,1,21,73.23864,-40.986603
I don't know what I need to do to report payment issues,i don't know what i need to do to report payment issues,1,21,72.593735,-41.24147
I don't know what I need to do to report registration issues,i don't know what i need to do to report registration issues,8,97,-55.86619,30.675201
I don't know what I need to do to speak to an assistant,i don't know what i need to do to speak to an assistant,9,42,-17.697002,-6.6114626
I don't know what I need to do to submit some feedback,i don't know what i need to do to submit some feedback,9,-1,-3.423354,-4.520647
I don't know what I need to do to switch to another account,i don't know what i need to do to switch to another account,2,105,-59.06681,-11.554594
I don't know what I need to do to talk to an agent,i don't know what i need to do to talk to an agent,9,29,-20.656527,5.185963
I don't know what I need to do to track an order,i don't know what i need to do to track an order,6,44,25.313944,48.960682
I don't know what I need to do to track my last order,i don't know what i need to do to track my last order,6,44,32.076572,43.858047
I don't know what I need to do to track the last order,i don't know what i need to do to track the last order,6,44,33.636246,42.527542
I don't know what I need to do to track the refund,i don't know what i need to do to track the refund,0,9,31.332075,-77.53214
I don't know what to do to buy several items,i don't know what to do to buy several items,6,31,-2.438756,48.50127
I don't know what to do to buy several of your item,i don't know what to do to buy several of your item,6,31,-3.1409178,46.25714
I don't know what to do to buy some of your item,i don't know what to do to buy some of your item,6,31,-2.2689915,45.35007
I don't know what to do to change my shipping address,i don't know what to do to change my shipping address,4,74,-39.753273,50.175915
I don't know what to do to change the shipping address,i don't know what to do to change the shipping address,4,74,-39.581833,50.0072
I don't know what to do to check the withdrawal penalty,i don't know what to do to check the withdrawal penalty,5,25,-23.18573,-65.93702
I don't know what to do to check my order ETA,i don't know what to do to check my order eta,6,40,64.803696,26.142735
I don't know what to do to check the cancellation fees,i don't know what to do to check the cancellation fees,5,32,-19.353247,-46.15495
I don't know what to do to check the invoice,i don't know what to do to check the invoice,3,1,58.80295,-3.592833
I don't know what to do to check the refund status,i don't know what to do to check the refund status,0,13,27.318893,-53.427387
I don't know what to do to check the status of my order,i don't know what to do to check the status of my order,6,45,48.96593,33.28546
I don't know what to do to check the withdrawal penalty,i don't know what to do to check the withdrawal penalty,5,25,-23.18571,-65.93525
I don't know what to do to check your money back policy,i don't know what to do to check your money back policy,0,2,-21.042114,-81.39691
I don't know what to do to check your refund policy,i don't know what to do to check your refund policy,0,12,14.096631,-54.541626
I don't know what to do to contact an agent,i don't know what to do to contact an agent,9,29,-23.232288,11.859623
I don't know what to do to contact customer service,i don't know what to do to contact customer service,9,41,-16.074377,-21.995136
I don't know what to do to create an account,i don't know what to do to create an account,2,103,-46.27592,0.76711726
I don't know what to do to delete an account,i don't know what to do to delete an account,2,78,-45.445568,-24.128002
I don't know what to do to delete my account,i don't know what to do to delete my account,2,78,-45.044933,-25.186317
I don't know what to do to delete the account,i don't know what to do to delete the account,2,78,-45.286053,-23.861784
I don't know what to do to edit my account,i don't know what to do to edit my account,2,99,-69.156136,11.255927
I don't know what to do to edit my personal information,i don't know what to do to edit my personal information,2,100,-86.72283,15.043096
I don't know what to do to edit the address,i don't know what to do to edit the address,4,63,-33.354073,45.19134
I don't know what to do to file a complaint,i don't know what to do to file a complaint,9,64,16.125896,-36.768074
I don't know what to do to get a refund,i don't know what to do to get a refund,0,19,16.467827,-83.88549
I don't know what to do to get a refund of money,i don't know what to do to get a refund of money,0,19,15.222563,-84.32982
I don't know what to do to get refunds,i don't know what to do to get refunds,0,19,13.471756,-88.11486
I don't know what to do to get the invoice,i don't know what to do to get the invoice,3,1,61.00998,-7.764967
I don't know what to do to get the invoices from August,i don't know what to do to get the invoices from august,3,1,78.48145,-4.087618
I don't know what to do to leave a review,i don't know what to do to leave a review,9,6,15.3287115,-15.534456
I don't know what to do to leave a review for a service,i don't know what to do to leave a review for a service,9,6,4.9081564,-20.467554
I don't know what to do to modify the delivery address,i don't know what to do to modify the delivery address,4,-1,-32.679237,51.916576
I don't know what to do to open a different account,i don't know what to do to open a different account,2,-1,-52.12387,-5.396649
I don't know what to do to receive your company newsletter,i don't know what to do to receive your company newsletter,9,-1,-13.044678,24.439024
I don't know what to do to recover my password,i don't know what to do to recover my password,2,65,-52.02994,-40.27556
I don't know what to do to register,i don't know what to do to register,8,94,-36.71877,14.285208
I don't know what to do to report a payment issue,i don't know what to do to report a payment issue,1,21,73.49419,-39.862583
I don't know what to do to report a registration issue,i don't know what to do to report a registration issue,8,97,-54.937664,31.368834
I don't know what to do to report an issue with payment,i don't know what to do to report an issue with payment,1,21,73.476814,-39.827175
I don't know what to do to report an issue with payments,i don't know what to do to report an issue with payments,1,21,73.66773,-39.999973
I don't know what to do to report issues with payment,i don't know what to do to report issues with payment,1,21,72.816795,-40.231537
I don't know what to do to report payment issues,i don't know what to do to report payment issues,1,21,72.70428,-40.325
I don't know what to do to report registration issues,i don't know what to do to report registration issues,8,97,-55.647137,30.779367
I don't know what to do to see the available payment methods,i don't know what to do to see the available payment methods,1,16,39.875587,-22.093868
I don't know what to do to see the early exit charge,i don't know what to do to see the early exit charge,5,-1,-30.072762,-61.769047
I don't know what to do to see the early exit charges,i don't know what to do to see the early exit charges,5,-1,-30.209808,-61.82385
I don't know what to do to see the withdrawal fees,i don't know what to do to see the withdrawal fees,5,25,-20.592834,-65.25512
I don't know what to do to set a new shipping address up,i don't know what to do to set a new shipping address up,4,81,-32.816128,79.8208
I don't know what to do to set another shipping address up,i don't know what to do to set another shipping address up,4,-1,-20.506163,79.20837
I don't know what to do to set up a new shipping address,i don't know what to do to set up a new shipping address,4,81,-32.80006,79.7581
I don't know what to do to set up another shipping address,i don't know what to do to set up another shipping address,4,-1,-20.461597,79.21842
I don't know what to do to switch to another user profile,i don't know what to do to switch to another user profile,2,98,-74.49291,-7.8668456
I don't know what to do to switch user,i don't know what to do to switch user,2,106,-70.52608,-15.188886
I don't know what to do to take a quick look at my invoice,i don't know what to do to take a quick look at my invoice,3,1,64.28405,0.27859363
I don't know what to do to take a quick look at my invoices,i don't know what to do to take a quick look at my invoices,3,1,63.79978,1.9466302
I don't know what to do to talk to an agent,i don't know what to do to talk to an agent,9,29,-20.521223,5.1787987
I don't know what to do to track an order,i don't know what to do to track an order,6,44,25.117594,49.10264
I don't know what to do to track my order,i don't know what to do to track my order,6,44,25.855196,47.943295
I don't know what to do to track the last order,i don't know what to do to track the last order,6,44,34.088566,42.25393
I don't know whyat I have to do to inform of signup errors,i don't know whyat i have to do to inform of signup errors,8,-1,-55.031788,15.575059
I don't want an order I have made,i don't want an order i have made,6,-1,15.43599,16.499706
I don't want the order I have made,i don't want the order i have made,6,52,15.472373,16.522245
I don't want to pay for the last order I have made,i don't want to pay for the last order i have made,6,52,13.971519,16.001236
i donot know what i have to do to edit the personal info,i donot know what i have to do to edit the personal info,2,100,-86.26192,15.124068
i dont have a bloody account i want assistance tp sign up,i dont have a bloody account i want assistance tp sign up,2,-1,-49.007164,2.9441943
i dont know how i can chat wit a person,i dont know how i can chat wit a person,9,42,-24.893574,-7.9698353
i dont know how i can check the available apyment options,i dont know how i can check the available apyment options,1,-1,31.587473,-13.676416
i dont know how i can check the cancellation charges,i dont know how i can check the cancellation charges,5,32,-21.785042,-50.681595
i dont know how i can check the withdrawal penalties,i dont know how i can check the withdrawal penalties,5,25,-23.176022,-66.06499
i dont know how i can create a new online account,i dont know how i can create a new online account,2,102,-45.90166,-4.9251184
i dont know how i can see the payment options,i dont know how i can see the payment options,1,16,30.609257,-10.957843
i dont know how i can switch to a different user profile,i dont know how i can switch to a different user profile,2,98,-74.75854,-7.741881
i dont know how i can talk to bloody customer service,i dont know how i can talk to bloody customer service,9,-1,-10.928528,-15.612885
i dont know how i can unsubscribe from ur newsletter,i dont know how i can unsubscribe from ur newsletter,9,53,-19.76279,32.749905
i dont know how i could make a reclamation,i dont know how i could make a reclamation,9,26,-10.837564,-34.889153
i dont know how to change to a different user account,i dont know how to change to a different user account,2,-1,-58.305073,-4.6209626
i dont know how to check ur accepted payment methods,i dont know how to check ur accepted payment methods,1,16,43.02483,-12.545547
i dont know how to file a customer reclamation,i dont know how to file a customer reclamation,9,26,-9.781802,-32.707897
i dont know how to list the available payment methods,i dont know how to list the available payment methods,1,16,41.38715,-22.791512
i dont know how to see the early exiut charges,i dont know how to see the early exiut charges,5,-1,-30.664646,-61.915592
i dont know hwat i need to do to edit the shipping address,i dont know hwat i need to do to edit the shipping address,4,-1,-36.375397,54.145573
i dont know what to do to close my plus account,i dont know what to do to close my plus account,2,-1,-31.335068,-27.853924
i dont know what i have to do to contact customer support,i dont know what i have to do to contact customer support,9,41,-15.125827,-21.286781
i dont know what i have to do to open a account,i dont know what i have to do to open a account,2,-1,-48.32339,-0.32724193
i dont know what i have to do to reset my account password,i dont know what i have to do to reset my account password,2,-1,-51.18457,-39.563538
i dont know what i have to do to reset my bloody password,i dont know what i have to do to reset my bloody password,2,-1,-51.069164,-39.387745
i dont know what i need to do to create an online account,i dont know what i need to do to create an online account,2,-1,-45.66516,-4.432399
i dont know what i need to do to inform of signup issues,i dont know what i need to do to inform of signup issues,8,88,-53.47645,14.614599
i dont know what i need to do to see the payment methods,i dont know what i need to do to see the payment methods,1,16,39.53931,-22.148697
i dont know what i need to do to speak with an operator,i dont know what i need to do to speak with an operator,9,11,-19.267767,-3.0806947
i dont know what i need to do to switch to another account,i dont know what i need to do to switch to another account,2,105,-59.114048,-11.524722
i dont know what i need to do to talk to an operator,i dont know what i need to do to talk to an operator,9,11,-19.287182,-3.0194373
i dont know what to do to contact a person,i dont know what to do to contact a person,9,41,-22.32595,-13.104868
i dont know what to do to list the available payment methods,i dont know what to do to list the available payment methods,1,16,41.14702,-22.749075
i dont know what to do to restore my goddamn account pass,i dont know what to do to restore my goddamn account pass,2,-1,-53.822365,-45.922382
i dont know what to do to sign up,i dont know what to do to sign up,8,-1,-48.24129,10.784015
i dont know what to do to speak to a human agent,i dont know what to do to speak to a human agent,9,29,-14.046658,2.0444753
i dont know what to do to talk to a fucking live agent,i dont know what to do to talk to a fucking live agent,9,29,-15.108514,10.690222
i dont knowwhat to do to sign up to the newsletter,i dont knowwhat to do to sign up to the newsletter,9,-1,-14.871076,22.105701
"I forgot my damn user acount PIN, how can I retrieve it?","i forgot my damn user acount pin, how can i retrieve it?",2,54,-65.334625,-32.08478
I forgot to include some items in my order,i forgot to include some items in my order,6,-1,6.0002503,38.951756
I forgot to include some items in the order,i forgot to include some items in the order,6,-1,6.002698,38.98331
I get an error when I try to pay,i get an error when i try to pay,1,-1,41.90406,-36.27861
i have a goddamn trouble registering,i have a goddamn trouble registering,8,-1,-41.260868,16.436605
I have a problem with a password recovery,i have a problem with a password recovery,2,-1,-64.46389,-45.078682
I have a problem with a shipping address change,i have a problem with a shipping address change,4,74,-35.88357,58.81529
I have a problem with adding an item,i have a problem with adding an item,6,-1,5.207505,33.615788
I have a problem with canceling an order,i have a problem with canceling an order,5,51,5.6071963,9.069438
I have a problem with canceling the last order I have made,i have a problem with canceling the last order i have made,5,51,7.6998487,9.141685
I have a problem with canceling the last order I made,i have a problem with canceling the last order i made,5,51,7.7790356,9.034492
I have a problem with canceling the order I have made,i have a problem with canceling the order i have made,5,51,6.494216,9.739994
I have a problem with cancelling my last order,i have a problem with cancelling my last order,5,51,7.783708,8.768485
I have a problem with cancelling my order,i have a problem with cancelling my order,5,51,5.7004523,9.15547
I have a problem with cancelling orders,i have a problem with cancelling orders,5,51,5.1422772,8.878807
I have a problem with changing some items of an order,i have a problem with changing some items of an order,6,49,14.266171,25.933256
I have a problem with changing the last order,i have a problem with changing the last order,6,49,23.093275,24.951859
I have a problem with changing the order I have made,i have a problem with changing the order i have made,6,49,18.113058,25.69256
i have a problem with forgotten passwords,i have a problem with forgotten passwords,2,67,-53.42076,-54.808502
I have a problem with forgotten passwords,i have a problem with forgotten passwords,2,67,-53.42076,-54.8085
I have a problem with removing several items,i have a problem with removing several items,6,28,-2.2719233,17.82373
I have a problem with removing something,i have a problem with removing something,2,28,-2.6760442,15.588046
i have a problem with the access key reset,i have a problem with the access key reset,2,-1,-61.194977,-39.54006
I have a problem with the cancellation of an online account,i have a problem with the cancellation of an online account,5,-1,-29.961527,-30.221115
I have a problem with the options for delivery,i have a problem with the options for delivery,7,30,6.5321965,78.11187
I have a problem with the removal of a secondary account,i have a problem with the removal of a secondary account,2,73,-32.770576,-31.758308
I have a problem with user account deletions,i have a problem with user account deletions,2,78,-35.56973,-37.81501
I have a question about a forgotten password,i have a question about a forgotten password,2,-1,-54.818214,-53.18283
I have a question about a password recovery,i have a question about a password recovery,2,66,-65.1061,-46.67853
I have a question about a shipping address change,i have a question about a shipping address change,4,75,-47.517536,54.552635
I have a question about a user account deletion,i have a question about a user account deletion,2,79,-33.942757,-39.072758
I have a question about canceling my order,i have a question about canceling my order,5,51,23.155558,4.7646766
I have a question about canceling orders,i have a question about canceling orders,5,51,23.32964,4.1189594
I have a question about canceling the last order,i have a question about canceling the last order,5,51,22.008715,6.2234898
I have a question about canceling the last order I made,i have a question about canceling the last order i made,5,51,22.142975,6.221559
I have a question about cancelling my last order,i have a question about cancelling my last order,5,51,22.23027,6.1029944
I have a question about cancelling my order,i have a question about cancelling my order,5,51,23.120377,4.7647614
I have a question about changing an order I made,i have a question about changing an order i made,6,49,20.718805,28.711395
I have a question about changing my orders,i have a question about changing my orders,6,49,20.912716,28.987818
I have a question about changing the last order I have made,i have a question about changing the last order i have made,6,49,22.471964,26.870676
I have a question about changing the order I have made,i have a question about changing the order i have made,6,49,20.72489,28.543158
I have a question about my payments,i have a question about my payments,1,-1,43.29181,-40.14276
I have a question about my registration,i have a question about my registration,8,95,-39.401497,20.542528
I have a question about the access key retrieval,i have a question about the access key retrieval,2,-1,-61.142895,-51.718704
i have a question about the damn account sign-up,i have a question about the damn account sign-up,2,-1,-49.77418,11.064019
I have a question about the delivery options,i have a question about the delivery options,7,30,6.1292586,85.455734
I have a question about the options for delivery,i have a question about the options for delivery,7,30,6.206305,85.45196
i have a question about the termination of an account,i have a question about the termination of an account,5,-1,-31.51257,-34.6814
I have a registration issue,i have a registration issue,8,96,-43.37579,21.652788
i have a trouble trying to modify the shipping address,i have a trouble trying to modify the shipping address,4,-1,-36.68394,56.189686
i have acxount signup problems,i have acxount signup problems,8,-1,-50.63599,15.150947
I have an error correcting the shipping address,i have an error correcting the shipping address,4,-1,-32.783417,57.75004
I have an error updating the damn shipping address,i have an error updating the damn shipping address,4,-1,-34.042416,58.010094
I have an error with my online signup,i have an error with my online signup,8,-1,-50.938335,16.446444
I have an issue changing my shipping address,i have an issue changing my shipping address,4,74,-36.14691,57.824863
I have an issue changing the shipping address,i have an issue changing the shipping address,4,74,-36.142365,57.96062
I have an issue registering,i have an issue registering,8,96,-44.022263,20.912346
I have an issue setting a new shipping address up,i have an issue setting a new shipping address up,4,-1,-28.545752,72.13431
I have an issue setting another shipping address up,i have an issue setting another shipping address up,4,84,-23.700716,69.82497
I have an issue setting up a different shipping address,i have an issue setting up a different shipping address,4,84,-22.795973,69.953995
I have an issue setting up a new shipping address,i have an issue setting up a new shipping address,4,-1,-28.62283,72.24203
I have an issue setting up another shipping address,i have an issue setting up another shipping address,4,84,-23.626337,69.87607
I have an issue trying to change my shipping address,i have an issue trying to change my shipping address,4,74,-35.9772,57.41976
I have an issue trying to change the shipping address,i have an issue trying to change the shipping address,4,74,-36.125694,57.504887
I have an issue trying to correct the address,i have an issue trying to correct the address,4,63,-33.455544,46.714775
I have an issue trying to register,i have an issue trying to register,8,-1,-44.455463,20.831066
I have chosen a wrong shipping address,i have chosen a wrong shipping address,4,-1,-30.178549,56.86261
I have chosen a wrong shipping address by mistake,i have chosen a wrong shipping address by mistake,4,-1,-30.194324,56.796776
i have errors trying to update the delivery address,i have errors trying to update the delivery address,4,-1,-29.452307,52.694233
I have errors with our account registration,i have errors with our account registration,8,-1,-44.871864,22.385687
I have forgotten to include an item,i have forgotten to include an item,6,-1,5.881386,38.735973
I have forgotten to include several items in my order,i have forgotten to include several items in my order,6,-1,6.019293,38.83542
I have got to add several items,i have got to add several items,6,60,4.113648,35.561817
I have got to buy several items,i have got to buy several items,6,31,-4.2824664,50.641388
I have got to buy some of your item,i have got to buy some of your item,6,31,-12.036124,55.662354
i have got to call customer support i need assistance,i have got to call customer support i need assistance,9,41,-15.900352,-18.355188
I have got to cancel an order,i have got to cancel an order,5,51,9.394218,12.548325
I have got to cancel my corporate newsletter subscription,i have got to cancel my corporate newsletter subscription,5,-1,-26.034283,31.62886
I have got to cancel my order,i have got to cancel my order,5,51,9.388166,12.534966
I have got to cancel the company newsletter subscription,i have got to cancel the company newsletter subscription,5,57,-26.203674,31.479563
I have got to cancel the last order I made,i have got to cancel the last order i made,5,51,9.405461,11.948998
I have got to cancel the order I have made,i have got to cancel the order i have made,5,51,9.351743,11.996145
I have got to change an order,i have got to change an order,6,49,19.898338,23.832067
I have got to change an order I made,i have got to change an order i made,6,49,19.867447,23.897099
I have got to change my shipping address,i have got to change my shipping address,4,74,-37.91524,52.215195
I have got to change several items of an order,i have got to change several items of an order,6,49,14.104257,26.470135
i have got to change the delivery address i need help,i have got to change the delivery address i need help,4,71,-32.76855,52.23657
I have got to change the shipping address,i have got to change the shipping address,4,-1,-37.8545,52.2472
I have got to check how long refunds usually take,i have got to check how long refunds usually take,0,-1,51.10825,-69.558395
I have got to check how long the delivery takes,i have got to check how long the delivery takes,7,48,49.62535,54.51915
I have got to check how soon can I expect the item,i have got to check how soon can i expect the item,7,35,76.46923,38.906395
I have got to check if there is any updates on my refund,i have got to check if there is any updates on my refund,0,10,46.15686,-51.90702
I have got to check if there is anything new on my refund,i have got to check if there is anything new on my refund,0,15,44.844048,-58.25434
I have got to check in what cases can I ask for a refund,i have got to check in what cases can i ask for a refund,0,4,-4.8468466,-62.57318
I have got to check in what cases can I ask for refunds,i have got to check in what cases can i ask for refunds,0,4,-2.04122,-61.23754
I have got to check in what cases can I ask to be refunded,i have got to check in what cases can i ask to be refunded,0,4,-5.053669,-62.667324
I have got to check my refund status,i have got to check my refund status,0,13,24.873096,-54.67265
I have got to check the cancellation fee,i have got to check the cancellation fee,5,32,-19.946873,-53.210747
i have got to check the cancellation fee how can i do it,i have got to check the cancellation fee how can i do it,5,32,-20.473562,-47.484077
I have got to check the cancellation fees,i have got to check the cancellation fees,5,32,-19.959475,-53.34343
i have got to check the czncellation fee,i have got to check the czncellation fee,5,-1,-21.523714,-53.5987
I have got to check the invoice from last month,i have got to check the invoice from last month,3,1,75.361084,1.9312253
I have got to check the options for delivery,i have got to check the options for delivery,7,30,9.144822,78.607285
I have got to check the refund status,i have got to check the refund status,0,13,24.672113,-54.69221
I have got to check the status of my order,i have got to check the status of my order,6,45,47.991962,33.638416
I have got to check the status of the refund,i have got to check the status of the refund,0,13,24.67235,-54.72312
I have got to check what delivery options are available,i have got to check what delivery options are available,7,30,10.251768,79.12154
I have got to check what delivery options I can choose,i have got to check what delivery options i can choose,7,30,10.293217,79.64114
I have got to check what delivery options I have,i have got to check what delivery options i have,7,30,10.101519,79.592545
I have got to check what hours customer service available is,i have got to check what hours customer service available is,7,17,43.74581,22.284363
I have got to check what options for delivery are available,i have got to check what options for delivery are available,7,30,10.081952,78.72685
I have got to check what options for delivery I have,i have got to check what options for delivery i have,7,30,9.7112055,79.220146
I have got to check what payment methods you accept,i have got to check what payment methods you accept,1,16,39.922638,-14.788813
I have got to check when will my item arrive,i have got to check when will my item arrive,7,39,67.500725,42.388702
I have got to check your allowed payment methods,i have got to check your allowed payment methods,1,16,32.692535,-18.806776
I have got to contact an agent,i have got to contact an agent,9,29,-21.547407,12.008554
i have got to contact customer assistance how to do it,i have got to contact customer assistance how to do it,9,41,-15.487576,-18.91639
i have got to contact customer support i need assistance,i have got to contact customer support i need assistance,9,41,-15.871015,-18.425756
I have got to create a different user account for my bride,i have got to create a different user account for my bride,2,-1,-42.041004,-5.8289633
i have got to create a different user account how to do it,i have got to create a different user account how to do it,2,-1,-55.733616,-1.8030279
I have got to create a new online account,i have got to create a new online account,2,102,-46.086365,-5.0512247
I have got to create an account,i have got to create an account,2,-1,-44.656567,1.7512617
i have got to create another online account,i have got to create another online account,2,102,-46.29437,-5.60085
I have got to delete my account,i have got to delete my account,2,78,-40.84797,-21.981394
I have got to delete the account,i have got to delete the account,2,78,-40.855682,-21.904104
I have got to edit my personal information,i have got to edit my personal information,2,100,-86.22167,16.864378
I have got to edit the address,i have got to edit the address,4,-1,-33.350975,45.14693
i have got to edit the data included on my account,i have got to edit the data included on my account,2,-1,-77.096115,7.275451
i have got to edit the goddamn info on my user profile,i have got to edit the goddamn info on my user profile,2,-1,-81.96197,6.7751083
I have got to file a complaint,i have got to file a complaint,9,-1,11.570993,-35.933914
I have got to file a complaint against your business,i have got to file a complaint against your business,9,70,2.3340669,-39.90063
I have got to find the invoices,i have got to find the invoices,3,1,61.25539,5.78627
I have got to find the invoices from last month,i have got to find the invoices from last month,3,1,82.23194,2.5068662
I have got to get a refund,i have got to get a refund,0,-1,10.432505,-85.937126
I have got to get a refund of money,i have got to get a refund of money,0,19,10.408396,-85.324776
I have got to get my money back,i have got to get my money back,0,-1,-2.3568957,-81.93415
I have got to get refunds,i have got to get refunds,0,-1,9.896976,-86.515594
I have got to get refunds of money,i have got to get refunds of money,0,19,10.205584,-85.216705
I have got to get the invoice from 10 months ago,i have got to get the invoice from 10 months ago,3,1,74.52301,8.31141
I have got to get the invoice from June,i have got to get the invoice from june,3,1,75.95053,-5.7678347
I have got to get the invoice from my last purchase,i have got to get the invoice from my last purchase,3,1,52.473305,-0.3740228
I have got to get the invoices,i have got to get the invoices,3,1,61.46092,6.264668
I have got to get the invoices from 1 purchases ago,i have got to get the invoices from 1 purchases ago,3,1,47.464752,3.8016372
I have got to get the invoices from eleven months ago,i have got to get the invoices from eleven months ago,3,1,75.9846,9.559552
I have got to get the invoices from my last purchase,i have got to get the invoices from my last purchase,3,1,51.501114,3.2133603
i have got to inform of a registration issue,i have got to inform of a registration issue,8,97,-46.729168,25.611246
I have got to leave a review for your company,i have got to leave a review for your company,9,6,12.589282,-9.764052
i have got to list ur available payment methods how to do it,i have got to list ur available payment methods how to do it,1,16,41.087616,-22.581728
i have got to list ur payment methods can i get some help,i have got to list ur payment methods can i get some help,1,16,41.66829,-23.6127
i have got to make a reclamation against ur commpany,i have got to make a reclamation against ur commpany,9,-1,-11.136175,-35.33138
I have got to make an order,i have got to make an order,6,-1,14.205759,38.77502
"I have got to modify my online account, how can I do it?","i have got to modify my online account, how can i do it?",2,-1,-68.58119,5.371993
"I have got to modify some of my personal details , help me","i have got to modify some of my personal details , help me",2,100,-88.8949,14.047585
"I have got to modify the data on my profile, ca you help me?","i have got to modify the data on my profile, ca you help me?",2,-1,-84.81322,4.453769
i have got to modify the suer data how do i do it,i have got to modify the suer data how do i do it,2,-1,-85.949005,4.8579106
I have got to notify of a registration error,i have got to notify of a registration error,8,-1,-49.78007,23.515572
i have got to notify of sgnup issues,i have got to notify of sgnup issues,9,-1,6.4593453,-32.380398
I have got to recover my password,i have got to recover my password,2,-1,-53.536736,-39.54693
I have got to register,i have got to register,8,-1,-38.527424,13.8619375
I have got to remove several items from an order,i have got to remove several items from an order,6,28,-0.13110377,18.977808
I have got to remove something,i have got to remove something,2,28,-2.8348565,14.98335
I have got to report a registration issue,i have got to report a registration issue,8,97,-50.96495,29.582603
I have got to report an issue with payments,i have got to report an issue with payments,1,21,66.39351,-37.741604
I have got to report payment issues,i have got to report payment issues,1,21,65.34096,-37.90611
I have got to report registration issues,i have got to report registration issues,8,97,-50.79633,28.9227
i have got to report signup issues,i have got to report signup issues,8,88,-53.782898,17.569818
I have got to reset my key,i have got to reset my key,2,-1,-61.1048,-38.811176
"I have got to see the allowed payment methods , help me","i have got to see the allowed payment methods , help me",1,16,32.73665,-23.734846
i have got to see the cancellation charges,i have got to see the cancellation charges,5,32,-19.984436,-54.09984
I have got to see what payment options are accepted,i have got to see what payment options are accepted,1,16,33.56113,-12.015368
I have got to see your available payment methods,i have got to see your available payment methods,1,16,33.606323,-18.341589
I have got to set a different shipping address up,i have got to set a different shipping address up,4,-1,-22.769783,73.267525
I have got to set up a different shipping address,i have got to set up a different shipping address,4,-1,-22.720427,73.36373
I have got to set up another shipping address,i have got to set up another shipping address,4,-1,-22.052267,74.037186
I have got to speak to a damn operator,i have got to speak to a damn operator,9,-1,-19.416483,-3.7908998
