Queries,cleaned_query,delivery_intent,account_intent,order_intent,refund_intent,primary_intent,needs_help,emotion_risk_flag,requires_order_id,missing_required_entity,automation_suitability_score,can_be_auto_resolved,is_candidate_for_clustering
I do not know what I have to do to get a refund,i do not know what i have to do to get a refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what I have to do to get a refund of money,i do not know what i have to do to get a refund of money,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what I have to do to get my invoices,i do not know what i have to do to get my invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I have to do to get refunds,i do not know what i have to do to get refunds,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I have to do to get refunds of money,i do not know what i have to do to get refunds of money,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I have to do to get the invoice,i do not know what i have to do to get the invoice,False,False,True,False,order,False,False,True,True,0.6,False,False
I do not know what I have to do to get the invoices,i do not know what i have to do to get the invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I have to do to make a purchase,i do not know what i have to do to make a purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
I do not know what I have to do to make an order,i do not know what i have to do to make an order,False,False,True,False,order,False,False,True,True,0.6,False,False
i do not know what i have to do to modify my account,i do not know what i have to do to modify my account,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what I have to do to open a new online account,i do not know what i have to do to open a new online account,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what I have to do to recover my password,i do not know what i have to do to recover my password,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not know what i have to do to recover my pin code,i do not know what i have to do to recover my pin code,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I have to do to see the cancellatino fees,i do not know what i have to do to see the cancellatino fees,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not know what i have to do to speak with somebody,i do not know what i have to do to speak with somebody,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I have to do to submit some feedback,i do not know what i have to do to submit some feedback,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I have to do to switch to another account,i do not know what i have to do to switch to another account,False,True,False,False,account,False,False,False,False,0.9,True,False
i do not know what i have to do to switch to my new profile,i do not know what i have to do to switch to my new profile,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I have to do to switch user,i do not know what i have to do to switch user,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I have to do to track an order,i do not know what i have to do to track an order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
I do not know what I have to do to track my last order,i do not know what i have to do to track my last order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
I do not know what I have to do to track my order,i do not know what i have to do to track my order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
I do not know what I have to do to track the last order,i do not know what i have to do to track the last order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
I do not know what I have to do to track the refund,i do not know what i have to do to track the refund,True,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what I need to do to buy an item,i do not know what i need to do to buy an item,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to buy several of your item,i do not know what i need to do to buy several of your item,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to buy some of your item,i do not know what i need to do to buy some of your item,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to buy something,i do not know what i need to do to buy something,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to check my invoices,i do not know what i need to do to check my invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to check my order ETA,i do not know what i need to do to check my order eta,False,False,True,False,order,False,False,True,True,0.6,False,False
I do not know what I need to do to check my refund status,i do not know what i need to do to check my refund status,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what I need to do to check the invoice,i do not know what i need to do to check the invoice,False,False,True,False,order,False,False,True,True,0.6,False,False
I do not know what I need to do to check the refund status,i do not know what i need to do to check the refund status,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what I need to do to check your refund policy,i do not know what i need to do to check your refund policy,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what I need to do to contact an agent,i do not know what i need to do to contact an agent,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to create an account,i do not know what i need to do to create an account,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what I need to do to delete an account,i do not know what i need to do to delete an account,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what I need to do to delete my account,i do not know what i need to do to delete my account,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what I need to do to delete the account,i do not know what i need to do to delete the account,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what I need to do to edit my account,i do not know what i need to do to edit my account,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what I need to do to file a complaint,i do not know what i need to do to file a complaint,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to find the invoice,i do not know what i need to do to find the invoice,False,False,True,False,order,False,False,True,True,0.6,False,False
I do not know what I need to do to find the invoices,i do not know what i need to do to find the invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to get a refund of money,i do not know what i need to do to get a refund of money,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what I need to do to get my invoice,i do not know what i need to do to get my invoice,False,False,True,False,order,False,False,True,True,0.6,False,False
I do not know what I need to do to get my invoices,i do not know what i need to do to get my invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to get my money back,i do not know what i need to do to get my money back,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what I need to do to get refunds,i do not know what i need to do to get refunds,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to get refunds of money,i do not know what i need to do to get refunds of money,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to get the invoices,i do not know what i need to do to get the invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to leave a review,i do not know what i need to do to leave a review,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not know what i need to do to make a complaint,i do not know what i need to do to make a complaint,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to make a purchase,i do not know what i need to do to make a purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
i do not know what i need to do to open a new plus account,i do not know what i need to do to open a new plus account,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what I need to do to recover my password,i do not know what i need to do to recover my password,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to register,i do not know what i need to do to register,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to report a payment issue,i do not know what i need to do to report a payment issue,False,False,False,False,other,True,False,False,False,0.2,False,True
i do not know what i need to do to report a signup error,i do not know what i need to do to report a signup error,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to see your payment methods,i do not know what i need to do to see your payment methods,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not know what i need to do to speak to customer service,i do not know what i need to do to speak to customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what I need to do to track an order,i do not know what i need to do to track an order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
I do not know what I need to do to track my last order,i do not know what i need to do to track my last order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
I do not know what I need to do to track my order,i do not know what i need to do to track my order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
I do not know what I need to do to track the last order,i do not know what i need to do to track the last order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
I do not know what I need to do to track the refund,i do not know what i need to do to track the refund,True,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what I need to do to update the user info,i do not know what i need to do to update the user info,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to buy a few of your item,i do not know what to do to buy a few of your item,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to buy an item,i do not know what to do to buy an item,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to buy some items,i do not know what to do to buy some items,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to buy some of your item,i do not know what to do to buy some of your item,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not know what to do to change my damn personal info,i do not know what to do to change my damn personal info,False,False,False,False,other,False,True,False,False,0.2,False,True
I do not know what to do to change my shipping address,i do not know what to do to change my shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
I do not know what to do to change the shipping address,i do not know what to do to change the shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
I do not know what to do to check my order ETA,i do not know what to do to check my order eta,False,False,True,False,order,False,False,True,True,0.6,False,False
I do not know what to do to check my refund status,i do not know what to do to check my refund status,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what to do to check the status of my refund,i do not know what to do to check the status of my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what to do to check the status of the refund,i do not know what to do to check the status of the refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what to do to check your money back policy,i do not know what to do to check your money back policy,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what to do to check your refund policy,i do not know what to do to check your refund policy,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what to do to contact an agent,i do not know what to do to contact an agent,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not know what to do to correct my shipping address,i do not know what to do to correct my shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
i do not know what to do to correct the info on my profile,i do not know what to do to correct the info on my profile,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not know what to do to correct the personal ingo,i do not know what to do to correct the personal ingo,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to create an account,i do not know what to do to create an account,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what to do to delete my account,i do not know what to do to delete my account,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what to do to delete the account,i do not know what to do to delete the account,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what to do to edit my personal information,i do not know what to do to edit my personal information,False,True,False,False,account,False,False,False,False,0.9,True,False
i do not know what to do to edit my user information,i do not know what to do to edit my user information,False,True,False,False,account,False,False,False,False,0.9,True,False
i do not know what to do to edit the data on my profile,i do not know what to do to edit the data on my profile,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what to do to file a complaint,i do not know what to do to file a complaint,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to find the invoice,i do not know what to do to find the invoice,False,False,True,False,order,False,False,True,True,0.6,False,False
I do not know what to do to get a refund,i do not know what to do to get a refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what to do to get a refund of money,i do not know what to do to get a refund of money,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what to do to get my invoice,i do not know what to do to get my invoice,False,False,True,False,order,False,False,True,True,0.6,False,False
I do not know what to do to get my money back,i do not know what to do to get my money back,False,False,False,True,refund,False,False,True,True,0.3,False,False
I do not know what to do to get refunds,i do not know what to do to get refunds,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to get refunds of money,i do not know what to do to get refunds of money,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to leave a review,i do not know what to do to leave a review,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to leave a review for a service,i do not know what to do to leave a review for a service,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to leave a review for your company,i do not know what to do to leave a review for your company,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to list the allowed payment options,i do not know what to do to list the allowed payment options,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not know what to do to list ur accepted paymet options,i do not know what to do to list ur accepted paymet options,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not know what to do to list ur allowed payment methods,i do not know what to do to list ur allowed payment methods,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not know what to do to lodge a consumer reclamation,i do not know what to do to lodge a consumer reclamation,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not know what to do to make a consumer reclamation,i do not know what to do to make a consumer reclamation,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to make a purchase,i do not know what to do to make a purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
i do not know what to do to notify of registration problems,i do not know what to do to notify of registration problems,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not know what to do to open another freemium account,i do not know what to do to open another freemium account,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what to do to receive the corporate newsletter,i do not know what to do to receive the corporate newsletter,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to recover my password,i do not know what to do to recover my password,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to register,i do not know what to do to register,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to report a fucking sign-up error,i do not know what to do to report a fucking signup error,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to report a payment issue,i do not know what to do to report a payment issue,False,False,False,False,other,True,False,False,False,0.2,False,True
I do not know what to do to report a registration issue,i do not know what to do to report a registration issue,False,False,False,False,other,True,False,False,False,0.2,False,True
I do not know what to do to report an issue with payment,i do not know what to do to report an issue with payment,False,False,False,False,other,True,False,False,False,0.2,False,True
I do not know what to do to report payment issues,i do not know what to do to report payment issues,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to report registration issues,i do not know what to do to report registration issues,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to reset my online account PIN,i do not know what to do to reset my online account pin,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what to do to set a new shipping address up,i do not know what to do to set a new shipping address up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
I do not know what to do to set another shipping address up,i do not know what to do to set another shipping address up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
I do not know what to do to set up a new shipping address,i do not know what to do to set up a new shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
I do not know what to do to set up another shipping address,i do not know what to do to set up another shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
I do not know what to do to speak to customer service,i do not know what to do to speak to customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not know what to do to switch to my new user account,i do not know what to do to switch to my new user account,False,True,False,False,account,False,False,False,False,0.9,True,False
I do not know what to do to switch user,i do not know what to do to switch user,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to talk to an agent,i do not know what to do to talk to an agent,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to talk with customer assistance,i do not know what to do to talk with customer assistance,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to talk with customer service,i do not know what to do to talk with customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not know what to do to track an order,i do not know what to do to track an order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
I do not know what to do to track my last order,i do not know what to do to track my last order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
I do not know what to do to track my order,i do not know what to do to track my order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
I do not know what to do to track the last order,i do not know what to do to track the last order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
i do not know what to do to update the fucking user info,i do not know what to do to update the fucking user info,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not knwo how to get in touch with customer support,i do not knwo how to get in touch with customer support,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not make use of my gold account how can i remove it,i do not make use of my gold account how can i remove it,False,True,False,False,account,False,False,False,False,0.9,True,False
"I do not make use of the online accoynt, help cancelling it",i do not make use of the online accoynt help cancelling it,False,False,False,False,other,True,False,False,False,0.2,False,True
i do not ned this user help using my new one,i do not ned this user help using my new one,False,False,False,False,other,True,False,False,False,0.2,False,True
i do not need this account how do i switch to my other one,i do not need this account how do i switch to my other one,False,True,False,False,account,False,False,False,False,0.9,True,False
i do not need this user i have to use a new one,i do not need this user i have to use a new one,False,False,False,False,other,False,False,False,False,0.2,False,True
"I do not need this user profile, I have to use the other one",i do not need this user profile i have to use the other one,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not sue this user profile can i switch to the new one,i do not sue this user profile can i switch to the new one,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not understand a word ya say speak with an agent,i do not understand a word ya say speak with an agent,False,False,False,False,other,False,False,False,False,0.2,False,True
i do not understand anything usay can uirect to me somebody,i do not understand anything usay can uirect to me somebody,False,False,False,False,other,False,False,False,False,0.2,False,True
"I do not understand you, how to speak with a human agent?",i do not understand you how to speak with a human agent,False,False,False,False,other,False,False,False,False,0.2,False,True
"I do not use my secondary account, I need help canceling it",i do not use my secondary account i need help canceling it,False,True,False,False,account,True,False,False,False,0.9,True,False
I do not want the order,i do not want the order,False,False,True,False,order,False,False,True,True,0.6,False,False
"I do not want the user account, help removing it",i do not want the user account help removing it,False,True,False,False,account,True,False,False,False,0.9,True,False
"I do not want this profile, can I change to anmother one?",i do not want this profile can i change to anmother one,False,False,False,False,other,False,False,False,False,0.2,False,True
I do not want to pay for an order I made,i do not want to pay for an order i made,False,False,True,False,order,False,False,True,True,0.6,False,False
I do not want to pay for my last order,i do not want to pay for my last order,False,False,True,False,order,False,False,True,True,0.6,False,False
I do not want to pay for the last order I have made,i do not want to pay for the last order i have made,False,False,True,False,order,False,False,True,True,0.6,False,False
I do not want to pay for the order I made,i do not want to pay for the order i made,False,False,True,False,order,False,False,True,True,0.6,False,False
i do nt know how i can sign up,i do nt know how i can sign up,False,False,False,False,other,False,False,False,False,0.2,False,True
I do't know what to do to talk to a human agent,i dot know what to do to talk to a human agent,False,False,False,False,other,False,False,False,False,0.2,False,True
I don't know how to inform of sign-up errors,i dont know how to inform of signup errors,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can add an item,i dont know how i can add an item,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can buy some items,i dont know how i can buy some items,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can buy some of your item,i dont know how i can buy some of your item,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can cancel an order I have made,i dont know how i can cancel an order i have made,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I can cancel the last order,i dont know how i can cancel the last order,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I can cancel the last order I have made,i dont know how i can cancel the last order i have made,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I can cancel the last order I made,i dont know how i can cancel the last order i made,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I can change my shipping address,i dont know how i can change my shipping address,True,False,False,False,delivery,True,False,True,True,0.9,True,False
I don't know how I can check how long the delivery takes,i dont know how i can check how long the delivery takes,True,False,False,False,delivery,True,False,True,True,0.9,True,False
I don't know how I can check how soon can I expect the item,i dont know how i can check how soon can i expect the item,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can check my order ETA,i dont know how i can check my order eta,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I can check my refund status,i dont know how i can check my refund status,False,False,False,True,refund,True,False,True,True,0.3,False,False
I don't know how I can check the allowed paymen options,i dont know how i can check the allowed paymen options,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can check the cancellation fees,i dont know how i can check the cancellation fees,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can check the invoice,i dont know how i can check the invoice,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I can check the invoices,i dont know how i can check the invoices,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can check the invoices from 2 months ago,i dont know how i can check the invoices from 2 months ago,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can check the status of my order,i dont know how i can check the status of my order,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I can check the status of the refund,i dont know how i can check the status of the refund,False,False,False,True,refund,True,False,True,True,0.3,False,False
I don't know how I can check the withdrawal penalties,i dont know how i can check the withdrawal penalties,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can check your allowed payment methods,i dont know how i can check your allowed payment methods,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can check your refund policy,i dont know how i can check your refund policy,False,False,False,True,refund,True,False,True,True,0.3,False,False
I don't know how I can contact customer service,i dont know how i can contact customer service,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can create a gold account for my husband,i dont know how i can create a gold account for my husband,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I can delete an account,i dont know how i can delete an account,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I can delete my account,i dont know how i can delete my account,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I can delete the account,i dont know how i can delete the account,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I can edit my personal information,i dont know how i can edit my personal information,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I can edit the information on my account,i dont know how i can edit the information on my account,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I can file a complaint,i dont know how i can file a complaint,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can find the invoice from 9 months ago,i dont know how i can find the invoice from 9 months ago,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I can get a refund of money,i dont know how i can get a refund of money,False,False,False,True,refund,True,False,True,True,0.3,False,False
I don't know how I can get refunds,i dont know how i can get refunds,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can get refunds of money,i dont know how i can get refunds of money,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can get the invoice,i dont know how i can get the invoice,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I can get the invoice from 9 purchases ago,i dont know how i can get the invoice from 9 purchases ago,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I can get the invoice from last month,i dont know how i can get the invoice from last month,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I can leave a review,i dont know how i can leave a review,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can leave a review for a service,i dont know how i can leave a review for a service,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can leave a review for your company,i dont know how i can leave a review for your company,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can make a claim against your business,i dont know how i can make a claim against your business,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can make a customer claim,i dont know how i can make a customer claim,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can recover my password,i dont know how i can recover my password,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can register,i dont know how i can register,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can remove several items from an order,i dont know how i can remove several items from an order,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I can report a registration issue,i dont know how i can report a registration issue,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can report issues with payment,i dont know how i can report issues with payment,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can report issues with payments,i dont know how i can report issues with payments,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can report payment issues,i dont know how i can report payment issues,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can report registration issues,i dont know how i can report registration issues,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can restore my goddamn account password,i dont know how i can restore my goddamn account password,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I can restore my PIN,i dont know how i can restore my pin,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can retrieve my user account PIN,i dont know how i can retrieve my user account pin,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I can set a different shipping address up,i dont know how i can set a different shipping address up,True,False,False,False,delivery,True,False,True,True,0.9,True,False
I don't know how I can set a new shipping address up,i dont know how i can set a new shipping address up,True,False,False,False,delivery,True,False,True,True,0.9,True,False
I don't know how I can set up a different shipping address,i dont know how i can set up a different shipping address,True,False,False,False,delivery,True,False,True,True,0.9,True,False
I don't know how I can submit some feedback,i dont know how i can submit some feedback,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can submit some feedback for a service,i dont know how i can submit some feedback for a service,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can subscribe to your company newsletter,i dont know how i can subscribe to your company newsletter,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can switch to another account,i dont know how i can switch to another account,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I can talk to an agent,i dont know how i can talk to an agent,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I can track the last order,i dont know how i can track the last order,True,False,True,False,delivery,True,False,True,True,0.9,True,False
I don't know how I can track the refund,i dont know how i can track the refund,True,False,False,True,refund,True,False,True,True,0.3,False,False
I don't know how I can update my user account,i dont know how i can update my user account,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I could add something,i dont know how i could add something,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could buy a few of your item,i dont know how i could buy a few of your item,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could buy an item,i dont know how i could buy an item,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could buy several items,i dont know how i could buy several items,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could buy several of your item,i dont know how i could buy several of your item,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could buy some items,i dont know how i could buy some items,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could buy something,i dont know how i could buy something,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could cancel an order I have made,i dont know how i could cancel an order i have made,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I could cancel the order I made,i dont know how i could cancel the order i made,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I could change my shipping address,i dont know how i could change my shipping address,True,False,False,False,delivery,True,False,True,True,0.9,True,False
I don't know how I could change some items of an order,i dont know how i could change some items of an order,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I could change the shipping address,i dont know how i could change the shipping address,True,False,False,False,delivery,True,False,True,True,0.9,True,False
I don't know how I could check how long the delivery takes,i dont know how i could check how long the delivery takes,True,False,False,False,delivery,True,False,True,True,0.9,True,False
I don't know how I could check my invoices,i dont know how i could check my invoices,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could check my refund status,i dont know how i could check my refund status,False,False,False,True,refund,True,False,True,True,0.3,False,False
I don't know how I could check the cancellation fee,i dont know how i could check the cancellation fee,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could check the delivery options,i dont know how i could check the delivery options,True,False,False,False,delivery,True,False,True,True,0.9,True,False
I don't know how I could check the options for delivery,i dont know how i could check the options for delivery,True,False,False,False,delivery,True,False,True,True,0.9,True,False
I don't know how I could check the refund status,i dont know how i could check the refund status,False,False,False,True,refund,True,False,True,True,0.3,False,False
I don't know how I could check the status of my order,i dont know how i could check the status of my order,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I could check what delivery options I have,i dont know how i could check what delivery options i have,True,False,False,False,delivery,True,False,True,True,0.9,True,False
I don't know how I could check your money back policy,i dont know how i could check your money back policy,False,False,False,True,refund,True,False,True,True,0.3,False,False
I don't know how I could check your refund policy,i dont know how i could check your refund policy,False,False,False,True,refund,True,False,True,True,0.3,False,False
I don't know how I could contact an agent,i dont know how i could contact an agent,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could create an account,i dont know how i could create an account,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I could delete an account,i dont know how i could delete an account,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I could delete my account,i dont know how i could delete my account,False,True,False,False,account,True,False,False,False,0.9,True,False
