Queries,Word_Count,Sentiment,cleaned,Cluster_ID
I have got to get the invoices from my last purchase,11,Neutral,i have got to get the invoices from my last purchase,7
i have got to inform of a registration issue,9,Neutral,i have got to inform of a registration issue,3
I have got to leave a review for your company,10,Neutral,i have got to leave a review for your company,0
i have got to list ur available payment methods how to do it,13,Positive,i have got to list ur available payment methods how to do it,3
i have got to list ur payment methods can i get some help,13,Neutral,i have got to list ur payment methods can i get some help,3
i have got to make a reclamation against ur commpany,10,Neutral,i have got to make a reclamation against ur commpany,3
I have got to make an order,7,Neutral,i have got to make an order,4
"I have got to modify my online account, how can I do it?",13,Neutral,i have got to modify my online account how can i do it,1
"I have got to modify some of my personal details , help me",13,Neutral,i have got to modify some of my personal details  help me,3
"I have got to modify the data on my profile, ca you help me?",14,Neutral,i have got to modify the data on my profile ca you help me,3
i have got to modify the suer data how do i do it,13,Neutral,i have got to modify the suer data how do i do it,3
I have got to notify of a registration error,9,Neutral,i have got to notify of a registration error,3
i have got to notify of sgnup issues,8,Neutral,i have got to notify of sgnup issues,3
I have got to recover my password,7,Neutral,i have got to recover my password,3
I have got to register,5,Neutral,i have got to register,3
I have got to remove several items from an order,10,Neutral,i have got to remove several items from an order,4
I have got to remove something,6,Neutral,i have got to remove something,3
I have got to report a registration issue,8,Neutral,i have got to report a registration issue,3
I have got to report an issue with payments,9,Neutral,i have got to report an issue with payments,3
I have got to report payment issues,7,Neutral,i have got to report payment issues,3
I have got to report registration issues,7,Neutral,i have got to report registration issues,3
i have got to report signup issues,7,Neutral,i have got to report signup issues,3
I have got to reset my key,7,Neutral,i have got to reset my key,3
"I have got to see the allowed payment methods , help me",12,Neutral,i have got to see the allowed payment methods  help me,3
i have got to see the cancellation charges,8,Neutral,i have got to see the cancellation charges,3
I have got to see what payment options are accepted,10,Neutral,i have got to see what payment options are accepted,3
I have got to see your available payment methods,9,Positive,i have got to see your available payment methods,3
I have got to set a different shipping address up,10,Neutral,i have got to set a different shipping address up,9
I have got to set up a different shipping address,10,Neutral,i have got to set up a different shipping address,9
I have got to set up another shipping address,9,Neutral,i have got to set up another shipping address,9
I have got to speak to a damn operator,9,Neutral,i have got to speak to a damn operator,3
I have got to speak to a person,8,Neutral,i have got to speak to a person,3
I have got to submit some feedback,7,Neutral,i have got to submit some feedback,0
I have got to submit some feedback for your services,10,Neutral,i have got to submit some feedback for your services,0
I have got to subscribe to your company newsletter,9,Neutral,i have got to subscribe to your company newsletter,0
I have got to switch to another account,8,Neutral,i have got to switch to another account,1
I have got to talk to a human agent,9,Neutral,i have got to talk to a human agent,3
I have got to talk to an agent,8,Neutral,i have got to talk to an agent,3
"I have got to talk with customer support, how to do it?",12,Neutral,i have got to talk with customer support how to do it,3
I have got to track my last order,8,Neutral,i have got to track my last order,4
i have got to unsubscribe from the company newsletter,9,Neutral,i have got to unsubscribe from the company newsletter,0
"I have got to unsubscribe to your newsletter, I need help",11,Neutral,i have got to unsubscribe to your newsletter i need help,0
I have got to use another account,7,Neutral,i have got to use another account,1
I have issues changing the shipping address,7,Neutral,i have issues changing the shipping address,2
I have issues setting a different shipping address up,9,Neutral,i have issues setting a different shipping address up,2
I have issues setting up another shipping address,8,Neutral,i have issues setting up another shipping address,2
I have issues trying to change my shipping address,9,Neutral,i have issues trying to change my shipping address,2
I have issues trying to change the shipping address,9,Neutral,i have issues trying to change the shipping address,2
i have issues trying to correct my shipping address,9,Neutral,i have issues trying to correct my shipping address,2
I have issues trying to register,6,Neutral,i have issues trying to register,3
I have issues updating my address,6,Neutral,i have issues updating my address,3
I have issues with my registration,6,Neutral,i have issues with my registration,3
I have issues with our registration,6,Neutral,i have issues with our registration,3
I have issues with the registration,6,Neutral,i have issues with the registration,3
I have missed some items in the order,8,Neutral,i have missed some items in the order,4
i have not regiwtered yet i try to create a user account,12,Neutral,i have not regiwtered yet i try to create a user account,1
i have not signed up yet help creating an online account,11,Neutral,i have not signed up yet help creating an online account,1
i have problems trying to correct my shipping address,9,Neutral,i have problems trying to correct my shipping address,2
I have problems with a forgotten password,7,Neutral,i have problems with a forgotten password,3
I have problems with a password recovery,7,Neutral,i have problems with a password recovery,3
I have problems with a shipping address change,8,Neutral,i have problems with a shipping address change,2
I have problems with adding some items to an order,10,Neutral,i have problems with adding some items to an order,4
I have problems with adding something,6,Neutral,i have problems with adding something,3
I have problems with canceling an order I have made,10,Neutral,i have problems with canceling an order i have made,4
I have problems with canceling my last order,8,Neutral,i have problems with canceling my last order,4
I have problems with canceling the last order I have made,11,Neutral,i have problems with canceling the last order i have made,4
I have problems with canceling the order I have made,10,Neutral,i have problems with canceling the order i have made,4
I have problems with cancelling an order,7,Neutral,i have problems with cancelling an order,4
I have problems with cancelling an order I have made,10,Neutral,i have problems with cancelling an order i have made,4
I have problems with cancelling my order,7,Neutral,i have problems with cancelling my order,4
I have problems with cancelling the last order I have made,11,Neutral,i have problems with cancelling the last order i have made,4
I have problems with cancelling the last order I made,10,Neutral,i have problems with cancelling the last order i made,4
I have problems with cancelling the order I have made,10,Neutral,i have problems with cancelling the order i have made,4
I have problems with changing orders,6,Neutral,i have problems with changing orders,3
I have problems with changing something of an order,9,Neutral,i have problems with changing something of an order,4
I have problems with removing something,6,Neutral,i have problems with removing something,3
I have problems with removing something from an order,9,Neutral,i have problems with removing something from an order,4
I have problems with the delivery options,7,Neutral,i have problems with the delivery options,3
i have problems with the termination of a user account,10,Neutral,i have problems with the termination of a user account,1
I have problems with user account deletions,7,Neutral,i have problems with user account deletions,1
I have put my old address by mistake,8,Neutral,i have put my old address by mistake,3
I have put the old address by mistake,8,Neutral,i have put the old address by mistake,3
I have registration issues,4,Neutral,i have registration issues,3
i have submitted a wrong delivery address can uupdatte it,10,Negative,i have submitted a wrong delivery address can uupdatte it,3
I have to add several items to an order,9,Neutral,i have to add several items to an order,4
I have to add some items to an order,9,Neutral,i have to add some items to an order,4
I have to add something,5,Neutral,i have to add something,3
I have to buy a few of your item,9,Negative,i have to buy a few of your item,6
I have to buy an item,6,Neutral,i have to buy an item,6
I have to buy several items,6,Neutral,i have to buy several items,6
I have to buy some items,6,Neutral,i have to buy some items,6
i have to call customer assistance can i get some help,11,Neutral,i have to call customer assistance can i get some help,3
I have to cancel an order I have made,9,Neutral,i have to cancel an order i have made,4
I have to cancel my last order,7,Neutral,i have to cancel my last order,4
I have to cancel the company newsletter subscription,8,Neutral,i have to cancel the company newsletter subscription,0
i have to cancel the newsletter subscripiton,7,Neutral,i have to cancel the newsletter subscripiton,0
I have to cancel the subscription to your company newsletter,10,Neutral,i have to cancel the subscription to your company newsletter,0
I have to change my last order,7,Neutral,i have to change my last order,4
I have to change my order,6,Neutral,i have to change my order,4
I have to change my shipping address,7,Neutral,i have to change my shipping address,2
I have to change the information included on my user profile,11,Neutral,i have to change the information included on my user profile,1
I have to change the shipping address,7,Neutral,i have to change the shipping address,2
I have to check at what time I can call customer support,12,Neutral,i have to check at what time i can call customer support,3
I have to check at what time I can contact customer service,12,Neutral,i have to check at what time i can contact customer service,3
I have to check how long refunds take,8,Neutral,i have to check how long refunds take,3
I have to check how long refunds usually take,9,Negative,i have to check how long refunds usually take,3
I have to check how long the delivery takes,9,Neutral,i have to check how long the delivery takes,3
I have to check if there is any updates on my refund,12,Neutral,i have to check if there is any updates on my refund,8
I have to check if there is anything wrong with my refund,12,Negative,i have to check if there is anything wrong with my refund,8
I have to check in what cases can I ask for refunds,12,Neutral,i have to check in what cases can i ask for refunds,3
I have to check in what cases can I ask to be refunded,13,Neutral,i have to check in what cases can i ask to be refunded,3
I have to check my refund status,7,Neutral,i have to check my refund status,8
i have to check the early termination fee can uhelp me,11,Neutral,i have to check the early termination fee can uhelp me,3
I have to check the cancellation fee,7,Neutral,i have to check the cancellation fee,3
I have to check the early termination charge,8,Neutral,i have to check the early termination charge,3
I have to check the invoices from my last purchase,10,Neutral,i have to check the invoices from my last purchase,7
I have to check the options for delivery,8,Neutral,i have to check the options for delivery,3
i have to check the pahment options,7,Neutral,i have to check the pahment options,3
I have to check the status of my order,9,Neutral,i have to check the status of my order,4
I have to check the status of my refund,9,Neutral,i have to check the status of my refund,8
I have to check the status of the refund,9,Neutral,i have to check the status of the refund,8
I have to check what delivery options you offer,9,Neutral,i have to check what delivery options you offer,3
I have to check what hours customer service available is,10,Positive,i have to check what hours customer service available is,3
I have to check what options for delivery are available,10,Positive,i have to check what options for delivery are available,3
"I have to check what payment methods are allowed, help me",11,Neutral,i have to check what payment methods are allowed help me,3
I have to check what payment methods are available,9,Positive,i have to check what payment methods are available,3
I have to check what payment methods you accept,9,Neutral,i have to check what payment methods you accept,3
I have to check when my delivery is going to arrive,11,Neutral,i have to check when my delivery is going to arrive,3
I have to check when will my item arrive,9,Neutral,i have to check when will my item arrive,6
I have to check your allowed payment methods,8,Neutral,i have to check your allowed payment methods,3
I have to check your available payment options,8,Positive,i have to check your available payment options,3
I have to check your money back policy,8,Neutral,i have to check your money back policy,8
I have to check your refund policy,7,Neutral,i have to check your refund policy,8
I have to contact a live agent,7,Positive,i have to contact a live agent,3
I have to contact an agent,6,Neutral,i have to contact an agent,3
i have to contact somebody,5,Neutral,i have to contact somebody,3
I have to correct the details on my user profile,10,Neutral,i have to correct the details on my user profile,3
I have to create an account,6,Neutral,i have to create an account,1
i have to crete another standard account,7,Neutral,i have to crete another standard account,1
I have to delete an account,6,Neutral,i have to delete an account,1
I have to delete my account,6,Neutral,i have to delete my account,1
I have to delete the account,6,Neutral,i have to delete the account,1
I have to edit my account,6,Neutral,i have to edit my account,1
I have to edit my personal information,7,Neutral,i have to edit my personal information,3
I have to edit the information on my account,9,Neutral,i have to edit the information on my account,1
I have to file a complaint,6,Negative,i have to file a complaint,3
I have to find the invoice from my last purchase,10,Neutral,i have to find the invoice from my last purchase,3
I have to find the invoices from my last purchase,10,Neutral,i have to find the invoices from my last purchase,7
I have to get a refund of money,8,Neutral,i have to get a refund of money,8
I have to get my invoice,6,Neutral,i have to get my invoice,3
I have to get my invoices,6,Neutral,i have to get my invoices,7
I have to get my money back,7,Neutral,i have to get my money back,8
I have to get refunds,5,Neutral,i have to get refunds,3
I have to get refunds of money,7,Neutral,i have to get refunds of money,8
I have to get the invoice,6,Neutral,i have to get the invoice,3
I have to get the invoice from last month,9,Neutral,i have to get the invoice from last month,3
I have to get the invoices,6,Neutral,i have to get the invoices,7
I have to leave a review,6,Neutral,i have to leave a review,3
I have to leave a review for your company,9,Neutral,i have to leave a review for your company,0
I have to list your allowed payment options,8,Neutral,i have to list your allowed payment options,3
I have to make an order,6,Neutral,i have to make an order,4
I have to modify some of the details on my accounnt,11,Neutral,i have to modify some of the details on my accounnt,3
I have to modify the data included on my user account,11,Neutral,i have to modify the data included on my user account,1
"I have to modify the personal data, can you help me?",11,Neutral,i have to modify the personal data can you help me,3
I have to notify of a sign-up problem,8,Neutral,i have to notify of a signup problem,3
i have to open a different account,7,Neutral,i have to open a different account,1
I have to open another online account,7,Neutral,i have to open another online account,1
I have to register,4,Neutral,i have to register,3
I have to remove several items,6,Neutral,i have to remove several items,3
I have to remove several items from an order,9,Neutral,i have to remove several items from an order,4
I have to report a registration issue,7,Neutral,i have to report a registration issue,3
I have to report a sign-up error,7,Neutral,i have to report a signup error,3
I have to report an issue with payment,8,Neutral,i have to report an issue with payment,3
I have to report issues with payment,7,Neutral,i have to report issues with payment,3
I have to report issues with payments,7,Neutral,i have to report issues with payments,3
I have to report registration issues,6,Neutral,i have to report registration issues,3
i have to reset my online account key,8,Neutral,i have to reset my online account key,1
I have to restore my online account accdss key,9,Neutral,i have to restore my online account accdss key,1
I have to retridve my PIN code,7,Neutral,i have to retridve my pin code,3
i have to see te early exit fees can i get some help,13,Neutral,i have to see te early exit fees can i get some help,3
i have to see the payment options,7,Neutral,i have to see the payment options,3
i have to see ur available payment methods how to do it,12,Positive,i have to see ur available payment methods how to do it,3
"I have to see your payment methods, how to do it?",11,Neutral,i have to see your payment methods how to do it,3
I have to set another shipping address up,8,Neutral,i have to set another shipping address up,9
I have to set up a different shipping address,9,Neutral,i have to set up a different shipping address,9
I have to set up a new shipping address,9,Positive,i have to set up a new shipping address,9
I have to set up another shipping address,8,Neutral,i have to set up another shipping address,9
"I have to sign up to the company newsletter, how do I do it?",14,Neutral,i have to sign up to the company newsletter how do i do it,0
"I have to sign up to your corporate newsletter, I need help",12,Neutral,i have to sign up to your corporate newsletter i need help,0
I have to speak to a person,7,Neutral,i have to speak to a person,3
I have to speak with someone,6,Neutral,i have to speak with someone,3
i have to subscribe to ur company newsletter,8,Neutral,i have to subscribe to ur company newsletter,0
I have to subscribe to your company newsletter,8,Neutral,i have to subscribe to your company newsletter,0
I have to switch to another account,7,Neutral,i have to switch to another account,1
I have to take a quick look at my invoices,10,Positive,i have to take a quick look at my invoices,7
I have to take a quick look at the invoice from last month,13,Positive,i have to take a quick look at the invoice from last month,3
I have to talk to an agent,7,Neutral,i have to talk to an agent,3
I have to track my last order,7,Neutral,i have to track my last order,4
I have to track my order,6,Neutral,i have to track my order,4
I have to track the last order,7,Neutral,i have to track the last order,4
I have to track the refund,6,Neutral,i have to track the refund,8
i have to unsubscribe from ur newsletter,7,Neutral,i have to unsubscribe from ur newsletter,0
"I have to unsubscribe to your bloody newsletter, I need help",11,Negative,i have to unsubscribe to your bloody newsletter i need help,0
i have to update some of the details included on my account,12,Neutral,i have to update some of the details included on my account,1
I have to use another account,6,Neutral,i have to use another account,1
I have to use my new account,7,Positive,i have to use my new account,1
I have troubles trying to modify the address,8,Neutral,i have troubles trying to modify the address,3
i have troubles with my online registration,7,Neutral,i have troubles with my online registration,3
i have tto update my delivery address can i get some help,12,Neutral,i have tto update my delivery address can i get some help,3
i havent signed up help me opening a user account,10,Neutral,i havent signed up help me opening a user account,1
i havesubmitted a wrong delivery address how do i correct it,11,Negative,i havesubmitted a wrong delivery address how do i correct it,3
I missed some items,4,Neutral,i missed some items,3
I nede support trying to correct the delivery address,9,Neutral,i nede support trying to correct the delivery address,3
I need a refund of money,6,Neutral,i need a refund of money,8
I need an agent,4,Neutral,i need an agent,3
i need asistance trying to edit my shipping address,9,Neutral,i need asistance trying to edit my shipping address,2
I need assistance buying a few of your item,9,Negative,i need assistance buying a few of your item,6
I need assistance buying an item,6,Neutral,i need assistance buying an item,6
I need assistance buying some items,6,Neutral,i need assistance buying some items,3
I need assistance buying some of your item,8,Neutral,i need assistance buying some of your item,6
I need assistance buying something,5,Neutral,i need assistance buying something,3
I need assistance canceling the last order I have made,10,Neutral,i need assistance canceling the last order i have made,4
I need assistance canceling the order I made,8,Neutral,i need assistance canceling the order i made,4
I need assistance cancelling an order,6,Neutral,i need assistance cancelling an order,4
I need assistance cancelling an order I made,8,Neutral,i need assistance cancelling an order i made,4
I need assistance changing my shipping address,7,Neutral,i need assistance changing my shipping address,2
I need assistance changing several items of an order,9,Neutral,i need assistance changing several items of an order,4
I need assistance chatting with a human agent,8,Neutral,i need assistance chatting with a human agent,3
I need assistance chatting with somebody,6,Neutral,i need assistance chatting with somebody,3
I need assistance chatting witth a person,7,Neutral,i need assistance chatting witth a person,3
I need assistance checking how long refunds take,8,Neutral,i need assistance checking how long refunds take,3
I need assistance checking how long refunds usually take,9,Negative,i need assistance checking how long refunds usually take,3
I need assistance checking how long the delivery takes,9,Neutral,i need assistance checking how long the delivery takes,3
I need assistance checking how soon can I expect the item,11,Neutral,i need assistance checking how soon can i expect the item,6
I need assistance checking my invoices,6,Neutral,i need assistance checking my invoices,7
I need assistance checking my refund status,7,Neutral,i need assistance checking my refund status,8
I need assistance checking the available payment methods,8,Positive,i need assistance checking the available payment methods,3
I need assistance checking the delivery options,7,Neutral,i need assistance checking the delivery options,3
I need assistance checking the invoice from four months ago,10,Neutral,i need assistance checking the invoice from four months ago,7
I need assistance checking the invoice from last month,9,Neutral,i need assistance checking the invoice from last month,3
I need assistance checking the options for delivery,8,Neutral,i need assistance checking the options for delivery,3
I need assistance checking the status of my order,9,Neutral,i need assistance checking the status of my order,4
I need assistance checking the status of the refund,9,Neutral,i need assistance checking the status of the refund,8
I need assistance checking what delivery options I have,9,Neutral,i need assistance checking what delivery options i have,3
I need assistance checking what delivery options you offer,9,Neutral,i need assistance checking what delivery options you offer,3
I need assistance checking what options for delivery I have,10,Neutral,i need assistance checking what options for delivery i have,3
I need assistance checking what payment methods you accept,9,Neutral,i need assistance checking what payment methods you accept,3
I need assistance checking when my item is going to arrive,11,Neutral,i need assistance checking when my item is going to arrive,6
I need assistance checking when will my item arrive,9,Neutral,i need assistance checking when will my item arrive,6
I need assistance checking your refund policy,7,Neutral,i need assistance checking your refund policy,8
I need assistance contacting an agent,6,Neutral,i need assistance contacting an agent,3
I need assistance contacting customer service,6,Neutral,i need assistance contacting customer service,3
I need assistance correcting my user information,7,Neutral,i need assistance correcting my user information,1
I need assistance creating a different account for my mum,10,Neutral,i need assistance creating a different account for my mum,1
I need assistance creating a gold account,7,Neutral,i need assistance creating a gold account,1
I need assistance creating an account,6,Neutral,i need assistance creating an account,1
I need assistance creating another account for my mum,9,Neutral,i need assistance creating another account for my mum,1
I need assistance deleting an account,6,Neutral,i need assistance deleting an account,1
I need assistance deleting my account,6,Neutral,i need assistance deleting my account,1
I need assistance deleting the account,6,Neutral,i need assistance deleting the account,1
I need assistance editing my account,6,Neutral,i need assistance editing my account,1
I need assistance editing the information on my account,9,Neutral,i need assistance editing the information on my account,1
I need assistance filing a complaint,6,Negative,i need assistance filing a complaint,3
I need assistance filing a complaint against your business,9,Negative,i need assistance filing a complaint against your business,3
I need assistance filing a reclamation against your company,9,Neutral,i need assistance filing a reclamation against your company,0
I need assistance finding the invoice from 4 purchases ago,10,Neutral,i need assistance finding the invoice from 4 purchases ago,7
I need assistance getting a refund,6,Neutral,i need assistance getting a refund,8
I need assistance getting a refund of money,8,Neutral,i need assistance getting a refund of money,8
I need assistance getting my invoices,6,Neutral,i need assistance getting my invoices,7
I need assistance getting my money back,7,Neutral,i need assistance getting my money back,8
I need assistance getting refunds,5,Neutral,i need assistance getting refunds,3
I need assistance getting refunds of money,7,Neutral,i need assistance getting refunds of money,8
I need assistance getting the invoices from last month,9,Neutral,i need assistance getting the invoices from last month,7
I need assistance leaving a review for a service,9,Neutral,i need assistance leaving a review for a service,3
I need assistance leaving a review for your company,9,Neutral,i need assistance leaving a review for your company,0
I need assistance leaving a review for your services,9,Neutral,i need assistance leaving a review for your services,3
I need assistance listing your accepted payment methods,8,Neutral,i need assistance listing your accepted payment methods,3
i need assistance making a fucking consumer reclamation,8,Negative,i need assistance making a fucking consumer reclamation,3
I need assistance making an order,6,Neutral,i need assistance making an order,4
I need assistance modifying thedata included on my profile,9,Neutral,i need assistance modifying thedata included on my profile,3
I need assistance notifying of damn registration problems,8,Neutral,i need assistance notifying of damn registration problems,3
I need assistance opening a bloody different user account,9,Negative,i need assistance opening a bloody different user account,1
I need assistance recovering my password,6,Neutral,i need assistance recovering my password,3
i need assistance regarding my online sign-up,7,Neutral,i need assistance regarding my online signup,3
I need assistance regarding the online registration,7,Neutral,i need assistance regarding the online registration,3
I need assistance registering,4,Neutral,i need assistance registering,3
I need assistance removing several items from an order,9,Neutral,i need assistance removing several items from an order,4
I need assistance removing something,5,Neutral,i need assistance removing something,3
i need assistance reporting signup problems,6,Neutral,i need assistance reporting signup problems,3
I need assistance reporting a payment issue,7,Neutral,i need assistance reporting a payment issue,3
I need assistance reporting a registration issue,7,Neutral,i need assistance reporting a registration issue,3
I need assistance reporting an issue with payment,8,Neutral,i need assistance reporting an issue with payment,3
I need assistance reporting an issue with payments,8,Neutral,i need assistance reporting an issue with payments,3
I need assistance reporting issues with payments,7,Neutral,i need assistance reporting issues with payments,3
I need assistance reporting registration issues,6,Neutral,i need assistance reporting registration issues,3
I need assistance resetting my account PIN,7,Neutral,i need assistance resetting my account pin,1
I need assistance seeing the accepted payment method,8,Neutral,i need assistance seeing the accepted payment method,3
i need assistance seeing the accepted payment options,8,Neutral,i need assistance seeing the accepted payment options,3
I need assistance seeing the fucking early exit fee,9,Neutral,i need assistance seeing the fucking early exit fee,3
I need assistance seeing the termination penalties,7,Neutral,i need assistance seeing the termination penalties,3
I need assistance seeing your bloody allowed payment options,9,Negative,i need assistance seeing your bloody allowed payment options,3
I need assistance setting a different shipping address up,9,Neutral,i need assistance setting a different shipping address up,2
I need assistance setting another shipping address up,8,Neutral,i need assistance setting another shipping address up,2
I need assistance setting up a new shipping address,9,Positive,i need assistance setting up a new shipping address,2
I need assistance setting up another shipping address,8,Neutral,i need assistance setting up another shipping address,2
I need assistance solving an issue with payments,8,Neutral,i need assistance solving an issue with payments,3
I need assistance solving issues with payment,7,Neutral,i need assistance solving issues with payment,3
I need assistance submitting some feedback,6,Neutral,i need assistance submitting some feedback,3
I need assistance submitting some feedback for your services,9,Neutral,i need assistance submitting some feedback for your services,3
i need assistance subscribing to the goddamn newsletter,8,Neutral,i need assistance subscribing to the goddamn newsletter,0
I need assistance subscribing to your company newsletter,8,Neutral,i need assistance subscribing to your company newsletter,0
I need assistance switching to another user profile,8,Neutral,i need assistance switching to another user profile,1
I need assistance switching user,5,Neutral,i need assistance switching user,1
I need assistance taking a quick look at the invoices,10,Positive,i need assistance taking a quick look at the invoices,7
I need assistance talking to a huma agent,8,Neutral,i need assistance talking to a huma agent,3
I need assistance talking to an agent,7,Neutral,i need assistance talking to an agent,3
I need assistance to buy a few of your item,10,Negative,i need assistance to buy a few of your item,6
I need assistance to buy an item,7,Neutral,i need assistance to buy an item,6
I need assistance to buy several items,7,Neutral,i need assistance to buy several items,6
I need assistance to buy some of your item,9,Neutral,i need assistance to buy some of your item,6
I need assistance to cancel an order,7,Neutral,i need assistance to cancel an order,4
I need assistance to change an order,7,Neutral,i need assistance to change an order,4
I need assistance to change my shipping address,8,Neutral,i need assistance to change my shipping address,2
I need assistance to change the shipping address,8,Neutral,i need assistance to change the shipping address,2
i need assistance to change tomy new user profile,9,Positive,i need assistance to change tomy new user profile,3
I need assistance to check how long refunds take,9,Neutral,i need assistance to check how long refunds take,3
I need assistance to check the cancellation fee,8,Neutral,i need assistance to check the cancellation fee,3
I need assistance to check the cancellation fees,8,Neutral,i need assistance to check the cancellation fees,3
I need assistance to check the early termination charges,9,Neutral,i need assistance to check the early termination charges,3
I need assistance to check the invoice from my last purchase,11,Neutral,i need assistance to check the invoice from my last purchase,3
I need assistance to check the refund status,8,Neutral,i need assistance to check the refund status,8
I need assistance to check the status of my order,10,Neutral,i need assistance to check the status of my order,4
I need assistance to check the status of the refund,10,Neutral,i need assistance to check the status of the refund,8
I need assistance to check what delivery options I have,10,Neutral,i need assistance to check what delivery options i have,3
I need assistance to check what delivery options you offer,10,Neutral,i need assistance to check what delivery options you offer,3
I need assistance to check what options for delivery I have,11,Neutral,i need assistance to check what options for delivery i have,3
I need assistance to check what payment methods you accept,10,Neutral,i need assistance to check what payment methods you accept,3
I need assistance to check when my item is going to arrive,12,Neutral,i need assistance to check when my item is going to arrive,6
I need assistance to check when will my item arrive,10,Neutral,i need assistance to check when will my item arrive,6
I need assistance to check your allowed payment methods,9,Neutral,i need assistance to check your allowed payment methods,3
I need assistance to check your money back policy,9,Neutral,i need assistance to check your money back policy,8
I need assistance to check your refund policy,8,Neutral,i need assistance to check your refund policy,8
i need assistance to close an online account,8,Neutral,i need assistance to close an online account,1
I need assistance to contact an agent,7,Neutral,i need assistance to contact an agent,3
I need assistance to contact customer service,7,Neutral,i need assistance to contact customer service,3
i need assistance to create a different user account,9,Neutral,i need assistance to create a different user account,1
I need assistance to create an account,7,Neutral,i need assistance to create an account,1
I need assistance to delete an account,7,Neutral,i need assistance to delete an account,1
I need assistance to delete my account,7,Neutral,i need assistance to delete my account,1
I need assistance to delete the account,7,Neutral,i need assistance to delete the account,1
I need assistance to edit my account,7,Neutral,i need assistance to edit my account,1
I need assistance to edit my personal information,8,Neutral,i need assistance to edit my personal information,3
I need assistance to edit the information on my account,10,Neutral,i need assistance to edit the information on my account,1
I need assistance to file a complaint,7,Negative,i need assistance to file a complaint,3
I need assistance to find the invoice,7,Neutral,i need assistance to find the invoice,3
I need assistance to find the invoice from March,9,Neutral,i need assistance to find the invoice from march,3
I need assistance to get a refund,7,Neutral,i need assistance to get a refund,8
I need assistance to get a refund of money,9,Neutral,i need assistance to get a refund of money,8
I need assistance to get my money back,8,Neutral,i need assistance to get my money back,8
I need assistance to get refunds,6,Neutral,i need assistance to get refunds,3
I need assistance to get refunds of money,8,Neutral,i need assistance to get refunds of money,8
I need assistance to get the invoice from 3 purchases ago,11,Neutral,i need assistance to get the invoice from 3 purchases ago,7
I need assistance to get the invoices from 2 purchases ago,11,Neutral,i need assistance to get the invoices from 2 purchases ago,7
I need assistance to get the invoices from last month,10,Neutral,i need assistance to get the invoices from last month,7
I need assistance to inform of a registration issue,9,Neutral,i need assistance to inform of a registration issue,3
I need assistance to inform of a sign-up issue,9,Neutral,i need assistance to inform of a signup issue,3
I need assistance to leave a review for your company,10,Neutral,i need assistance to leave a review for your company,0
I need assistance to leave a review for your services,10,Neutral,i need assistance to leave a review for your services,3
i need assistance to make a bloody customer claim,9,Negative,i need assistance to make a bloody customer claim,3
I need assistance to make an order,7,Neutral,i need assistance to make an order,4
I need assistance to modify the data on my user profile,11,Neutral,i need assistance to modify the data on my user profile,3
i need assistance to open a user account,8,Neutral,i need assistance to open a user account,1
I need assistance to recover my password,7,Neutral,i need assistance to recover my password,3
I need assistance to register,5,Neutral,i need assistance to register,3
I need assistance to report a payment issue,8,Neutral,i need assistance to report a payment issue,3
I need assistance to report an issue with payment,9,Neutral,i need assistance to report an issue with payment,3
I need assistance to report an issue with payments,9,Neutral,i need assistance to report an issue with payments,3
I need assistance to report issues with payment,8,Neutral,i need assistance to report issues with payment,3
I need assistance to report payment issues,7,Neutral,i need assistance to report payment issues,3
I need assistance to report registration issues,7,Neutral,i need assistance to report registration issues,3
i need assistance to report signup issxues,7,Neutral,i need assistance to report signup issxues,3
i need assistance to reset my uer account pin code,10,Neutral,i need assistance to reset my uer account pin code,1
I need assistance to retrieve my online account pwd,9,Neutral,i need assistance to retrieve my online account pwd,1
I need assistance to see the cancellation penalties,8,Neutral,i need assistance to see the cancellation penalties,3
I need assistance to set a different shipping address up,10,Neutral,i need assistance to set a different shipping address up,9
I need assistance to set a new shipping address up,10,Positive,i need assistance to set a new shipping address up,9
I need assistance to set up a different shipping address,10,Neutral,i need assistance to set up a different shipping address,9
I need assistance to set up another shipping address,9,Neutral,i need assistance to set up another shipping address,9
I need assistance to solve an issue with payments,9,Neutral,i need assistance to solve an issue with payments,3
I need assistance to solve issues with payment,8,Neutral,i need assistance to solve issues with payment,3
I need assistance to solve issues with payments,8,Neutral,i need assistance to solve issues with payments,3
I need assistance to submit some feedback for your company,10,Neutral,i need assistance to submit some feedback for your company,0
I need assistance to subscribe to your company newsletter,9,Neutral,i need assistance to subscribe to your company newsletter,0
i need assistance to switch to a different user profile,10,Neutral,i need assistance to switch to a different user profile,1
I need assistance to switch user,6,Neutral,i need assistance to switch user,1
I need assistance to talk to a human agent,9,Neutral,i need assistance to talk to a human agent,3
I need assistance to talk to an agent,8,Neutral,i need assistance to talk to an agent,3
i need assistance to talk with a human agent,9,Neutral,i need assistance to talk with a human agent,3
I need assistance to talk with an agent,8,Neutral,i need assistance to talk with an agent,3
I need assistance to track an order,7,Neutral,i need assistance to track an order,4
I need assistance to track my order,7,Neutral,i need assistance to track my order,4
I need assistance to track the last order,8,Neutral,i need assistance to track the last order,4
I need assistance to track the refund,7,Neutral,i need assistance to track the refund,8
i need assistance to update the delivery address,8,Neutral,i need assistance to update the delivery address,3
i need assistance to update the user details,8,Neutral,i need assistance to update the user details,3
